이름,학명,영명,유통명,과명,원산지,TIP,분류,생육형태,생장높이,생장너비,실내정원구성,생태형,잎형태,잎무늬,잎색,꽃피는 계절,꽃색,열매 맺는 계절,열매색,향기,번식방법,번식시기,관리수준,관리요구도,광요구도,배치장소,생장속도,생육적온,겨울최저온도,습도,비료,토양,물주기-봄,물주기-여름,물주기-가을,물주기-겨울,병충해
필로덴드론 '선라이트',Philodendron 'Sunlight',Heartleaf,,천남성과,,,잎보기식물,풀모양,,,중층목,일반형,,기타 (무늬없음 등),"녹색, 연두색,빨강, 분홍, 자주색",,,,,거의 없음,기타,,경험자,필요함,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm)
거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",빠름,21~25℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
필로덴드론 '제나두',Philodendron 'Xanadu',Split leaf Philodendron,"제나두, 자나두 (추천유통명: 필로덴드론 '제나두')",천남성과,,,잎보기식물,풀모양,,,중층목,일반형,,기타 (무늬없음 등),"녹색, 연두색",,,,,약함,기타,,경험자,보통 (약간 잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm)
거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)",,21~25℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
필로덴드론 고엘디,Philodendron goeldii,fan ban,,천남성과,,,잎보기식물,풀모양,,,중층목,일반형,,기타 (무늬없음 등),"녹색, 연두색",,,,,거의 없음,"파종,기타",,경험자,필요함,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm)
거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)",보통,21~25℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
필로덴드론 레몬라임,Philodendron 'Lemon Lime',Lemon-Lime Vining Philodendron,,천남성과,,,잎보기식물,덩굴성,,,하층목,일반형,,기타 (무늬없음 등),"녹색, 연두색,금색, 노란색",,,,,거의 없음,삽목,,경험자,필요함,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",,21~25℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
필로덴드론 셀로움,Philodendron selloum,lace tree philodendron,,천남성과,"브라질, 파라과이",,잎보기식물,풀모양,,,상층목,일반형,,기타 (무늬없음 등),"녹색, 연두색",,,,,약함,"파종,기타",,경험자,필요함,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm)
거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)",,21~25℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
필로덴드론 옥시카르디움,Philodendron oxycardium,"sweet heart vine, parlor ivy, heart leaved philodendron vine",,천남성과,"서인도제도, 자마이카, 중앙 아메리카",,잎보기식물,덩굴성,,,중층목,일반형,,기타 (무늬없음 등),"녹색, 연두색",,,,,거의 없음,"삽목,기타",,경험자,보통 (약간 잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","실내 어두운 곳 (실내깊이 500 이상cm)
거실 내측 (실내깊이 300~500cm)
거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)",,21~25℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
필로덴드론 콩고,Philodendron 'Congo',Rojo Congo Philodendron,,천남성과,,,잎보기식물,풀모양,,,중층목,일반형,,기타 (무늬없음 등),"녹색, 연두색",,,,,약함,"파종,기타",,경험자,필요함,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm)
거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)",,21~25℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
해마리아,Haemaria discolor var. dawsoniana,jewel orchid,,난초과,"인도네시아, 버마",,잎&꽃보기식물,풀모양,,,"하층목,지피식물",일반형,,줄무늬,기타,"봄,여름","분홍색,흰색",,,약함,"삽목,기타",,전문가,보통 (약간 잘 견딤),"낮은 광도(300~800 Lux),중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","실내 어두운 곳 (실내깊이 500 이상cm)
거실 내측 (실내깊이 300~500cm)
거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",느림,21~25℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),화분 흙 대부분 말랐을때 충분히 관수함,응애
행운목,Dracaena fragrans,"corn plant, fragrant dracaena",,백합과,아프리카,,잎보기식물,직립형,,,상층목,일반형,,"줄무늬,기타 (무늬없음 등)","녹색, 연두색",,,,,강함,삽목,,초보자,낮음 (잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm)
거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)",보통,21~25℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,"응애,깍지벌레"
헤미오니티스(하트펀),Hemionitis arifolia,"heart fern, valentine fern",,고사리과,"서인도, 멕시코",,잎보기식물,로제트형,,,하층목,일반형,,기타 (무늬없음 등),"녹색, 연두색",,,,,거의 없음,기타,,경험자,필요함,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm)
거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)",,21~25℃,13℃ 이상,70% 이상,비료를 보통 요구함,,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,응애
헤테로파낙스 프라그란스 (해피트리),Heteropanax fragrans,Fragrant Aralia,,두릅나무과,"중국, 인도, 인도네시아, 미안마, 네팔, 베트남 등",,잎보기식물,직립형,,,상층목,일반형,,기타 (무늬없음 등),"녹색, 연두색",,,,,거의 없음,"파종,삽목",,경험자,필요함,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",,21~25℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
협죽도,Nerium indicum,Sweet scented Oleander,"협죽도, 유도화",협죽도과,"동남아시아, 서남아시아, 북아프리카",,잎&꽃보기식물,관목형,,,"상층목,중층목",일반형,,"줄무늬,잎 가장자리 무늬,기타 (무늬없음 등)","녹색, 연두색,흰색, 크림색",여름,"분홍색,흰색",,,중간,삽목,,초보자,낮음 (잘 견딤),"높은 광도(1,500~10,000 Lux)","발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",빠름,21~25℃,7℃,40 ~ 70%,,,토양 표면이 말랐을때 충분히 관수함,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
형광스킨답서스,Epipremnum aureum 'Lime',lime pothos,,천남성과,동남아시아,,잎보기식물,덩굴성,,,"하층목,지피식물",일반형,,기타 (무늬없음 등),"녹색, 연두색,금색, 노란색",,,,,거의 없음,"삽목,기타",,경험자,보통 (약간 잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm)
거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)",빠름,21~25℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
호야,Hoya carnosa,wax plant,,박주가리과,"일본, 중국, 오스트레일리아",,잎&꽃보기식물,"덩굴성, 다육형",,,"하층목,지피식물","일반형,건조형",,"줄무늬,잎 가장자리 무늬,기타 (무늬없음 등)","녹색, 연두색,금색, 노란색,흰색, 크림색","봄,여름","분홍색,흰색",,,약함,삽목,,경험자,보통 (약간 잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",,21~25℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
호야 엑소티카,Hoya carnosa 'Exotica Hort',Wax plant,,박주가리과,"일본남부, 중국, 오스트레일리아, 대만 원산종의 변종",,잎&꽃보기식물,"덩굴성, 다육형",,,하층목,"일반형,건조형",,기타 (무늬없음 등),"녹색, 연두색","봄,여름","분홍색,흰색",,,거의 없음,삽목,,경험자,보통 (약간 잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",,21~25℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,,,,,,"응애,깍지벌레"
호주매,Leptospermum scoparium,"New Zealand teatree, broom teatree, just tea tree","호주매, 호주매화",도금양과,"호주, 뉴질랜드",,꽃보기식물,관목형,,,중층목,일반형,,기타 (무늬없음 등),"녹색, 연두색","봄,여름","분홍색,빨강색,흰색",,,약함,삽목,,경험자,필요함,"높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",보통,21~25℃,13℃ 이상,40 ~ 70%,,,화분 흙 대부분 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
홀리아페페로미아,Peperomia angula,Parallel peperomia,,후추과,중앙 아메리카,,잎보기식물,풀모양,,,하층목,일반형,,줄무늬,"녹색, 연두색,흰색, 크림색",,,,,거의 없음,삽목,,경험자,필요함,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm)
거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)",,21~25℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,,,,,,"응애,깍지벌레"
황금마삭줄,Trachelospermum asiaticum var. variegatum,"chinese ivy, chinese jasmine climing bagbane",,협죽도과,한국,,잎보기식물,덩굴성,,,"하층목,지피식물",일반형,,잎 가장자리 무늬,"녹색, 연두색,금색, 노란색",,,,,거의 없음,삽목,,초보자,보통 (약간 잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",,16~20℃,5℃,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
황금죽,Dracaena sanderiana,"belgian evergreen, lucky bamboo",,백합과,카메룬,,잎보기식물,관목형,,,상층목,일반형,,기타 (무늬없음 등),"녹색, 연두색,금색, 노란색",,,,,약함,삽목,,경험자,필요함,"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 내측 (실내깊이 300~500cm)
거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)",,16~20℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,"포름알데히드, 벤젠, 톨루엔, 자일렌, 트리클로로 에틸렌",토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,"응애,깍지벌레"
후피향나무,Ternstroemia japonica,naked-anther,,차나무과,한국,,잎보기식물,관목형,,,상층목,일반형,,기타 (무늬없음 등),"녹색, 연두색",,,,,중간,"파종,삽목",,초보자,낮음 (잘 견딤),"높은 광도(1,500~10,000 Lux)","발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",보통,16~20℃,0℃ 이하,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,"응애,깍지벌레"
흰꽃나도사프란,Zephyranthes candida,Autumn Zephyrlily. White amaryllis,흰꽃나도사프란,수선화과,남아메리카,,잎&꽃보기식물,풀모양,,,하층목,일반형,,기타 (무늬없음 등),"녹색, 연두색","여름,가을",흰색,,,약함,"파종,분주",,초보자,낮음 (잘 견딤),"높은 광도(1,500~10,000 Lux)","발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",보통,21~25℃,5℃,40 ~ 70%,,,화분 흙 대부분 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,화분 흙 대부분 말랐을때 충분히 관수함,응애
흰줄무늬달개비(트라데스칸티아),Tradescantia albiflora Kunth 'Albovittata',"wandering jew, inch plant",,닭의장풀과,브라질,"덩굴성 관엽/ 빛이 잘 드는 곳, 행잉 바스켓",잎보기식물,덩굴성,,,하층목,일반형,,줄무늬,"녹색, 연두색,흰색, 크림색",,,,,거의 없음,삽목,,초보자,보통 (약간 잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",,21~25℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,토양 표면이 말랐을때 충분히 관수함,응애
히포에스테스,Hypoestes phyllostachya (H. sanguinnolenta),"hamingo plant, polka dot plant, freckle face, baby's tears, spotted dog, measles plant",,쥐꼬리망초과,마다가스카르,,잎보기식물,풀모양,,,하층목,일반형,,점무늬,"녹색, 연두색,흰색, 크림색,빨강, 분홍, 자주색,여러색 혼합",여름,"보라색,분홍색,흰색",,,약함,"파종,삽목",,초보자,보통 (약간 잘 견딤),"중간 광도(800~1,500 Lux),높은 광도(1,500~10,000 Lux)","거실 창측 (실내깊이 150~300cm)
발코니 내측 (실내깊이 50~150cm)
발코니 창측 (실내깊이 0~50cm)",보통,21~25℃,13℃ 이상,40 ~ 70%,비료를 보통 요구함,,흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),흙을 촉촉하게 유지함(물에 잠기지 않도록 주의),토양 표면이 말랐을때 충분히 관수함,"응애,온실가루이"
